100;98;98;16,8589;8,6078
100;98;100;7,3894;7,3942
100;100;100;7,5074;7,2182
100;98;98;7,3118;7,4311
100;100;100;7,3737;7,3027
100;100;98;7,5642;7,5058
100;98;100;7,4069;8,8337
100;100;98;7,5008;7,4808
100;98;98;7,5718;7,839
100;98;98;7,6206;8,1883
100;100;98;9,3711;7,6963
100;100;98;7,9302;7,836
100;100;98;9,0458;7,9345
100;98;98;7,4529;8,9852
100;100;100;7,4428;7,3851
100;100;98;7,6552;7,3476
100;98;98;7,4769;8,5557
100;98;100;7,6613;8,1822
100;100;98;7,5953;10,4621
100;100;98;12,3417;11,3627
100;100;100;10,493;11,3343
100;98;98;10,2881;7,1601
100;98;98;7,5945;7,2605
100;100;100;7,7397;7,8391
100;98;98;8,7656;8,4071
100;100;98;9,9738;9,6308
100;98;98;10,9788;9,8092
100;98;100;9,2653;11,3745
100;100;100;7,7749;7,3119
100;98;100;7,7782;9,1175
100;98;98;7,6633;7,9275
100;98;98;10,3223;9,3592
100;100;98;10,7118;9,789
100;98;100;10,8613;11,3052
100;100;98;9,6309;7,5199
100;100;98;8,3417;9,5566
100;100;98;8,696;7,3289
100;98;98;7,4946;7,1336
100;98;98;7,6662;7,1709
100;100;100;7,6069;7,0771
100;100;100;8,3569;7,7903
100;98;98;12,2928;10,6398
100;98;98;7,5596;7,2328
100;98;98;7,3864;7,4633
100;98;98;8,9564;8,4988
100;98;100;7,4369;7,2396
100;98;98;7,7629;7,5828
100;98;100;7,7395;7,3565
100;98;98;7,4964;7,1158
100;98;98;8,17;7,5292
